model,init,seed,n,eps,coarse_grid,k_fine,steps,energy_rel_drift,virial_0,virial_f,coarse_g4_0,coarse_g8_0,coarse_g16_0,fine_knn_all_0,fine_pk_0,fine_close_0,fine_vel_disp_0,fine_fof_0,d_coarse_g8_early,d_coarse_g8_mid,d_coarse_g8_late,d_coarse_g4_early,d_coarse_g4_late,d_coarse_g16_early,d_coarse_g16_late,d_hmr_early,d_hmr_late,status,message
direct_isolated,bimodal3d,2010,256,0.02,8,16,600,0.0014124350308352728,2.603825853269346,7.027273645434473,47.294677734375,6.601528167724609,0.465667188167572,5498.705352215485,422541095.718225,0.04009034443817053,2.0774398055446763,129,-5.860317230224609,-6.072475433349609,-6.19586181640625,-29.763427734375,-42.25390625,-0.4037927985191345,-0.43494510650634766,0.19959227831566084,2.104256496406581,ok,
direct_isolated,bimodal3d,2011,256,0.02,8,16,600,0.0014570934007836532,2.6871667284105394,7.664143987356545,47.450927734375,6.179653167724609,0.428557813167572,5968.488373852053,534320158.7740754,0.04216073781291173,2.088137708391837,136,-5.45989990234375,-5.891632080078125,-5.87103271484375,-32.68359375,-42.87109375,-0.3721761703491211,-0.4071645736694336,0.24744244980261243,1.8652735781089924,ok,
direct_isolated,bimodal3d,2012,256,0.02,8,16,600,0.0008368532103746314,3.2123215829131366,15.535480713624708,49.27734375,5.83587646484375,0.3702383041381836,4701.563496876128,462691518.2282865,0.033832922279137416,2.190498817861189,179,-5.181186676025391,-5.607578277587891,-5.771671295166016,-34.767822265625,-48.340087890625,-0.31761986017227173,-0.362246572971344,0.2634296803556718,2.8512745881870565,ok,
direct_isolated,bimodal3d,2013,256,0.02,8,16,600,0.0002999714356532008,3.0508404240025424,13.537183328337555,44.478271484375,5.523342132568359,0.3519577383995056,3869.778712768703,330560193.39719975,0.028334661354581674,2.0924722354784553,127,-4.971599578857422,-5.33306884765625,-5.410564422607422,-33.822998046875,-43.322998046875,-0.2995135188102722,-0.34177273511886597,0.3328880843091948,2.5453260045166823,ok,
direct_isolated,bimodal3d,2014,256,0.02,8,16,600,0.0003961694363258544,3.0903285164949503,13.640829473018103,50.58984375,6.10540771484375,0.4083242416381836,4087.1312104101034,364962460.75518286,0.03187250996015936,2.1573915095783343,178,-5.416904449462891,-5.756595611572266,-5.766117095947266,-35.978759765625,-47.078369140625,-0.35194259881973267,-0.389625608921051,0.3201115616454018,2.919253404642128,ok,
direct_isolated,bimodal3d,2015,256,0.02,8,16,600,0.0005921919697308113,3.2481058114054515,15.99755820867191,43.978271484375,5.796779632568359,0.3910202383995056,4332.886640704301,427864408.14175844,0.032,2.217098455694524,135,-5.328029632568359,-5.623748779296875,-5.693508148193359,-35.478271484375,-42.712646484375,-0.3434128165245056,-0.38086169958114624,0.29648225646391135,2.578142782131975,ok,
direct_isolated,bimodal3d,2016,256,0.02,8,16,600,0.0007153707173667593,3.2349855527438858,16.869813835334362,45.578125,5.816162109375,0.3996543884277344,4384.103412204116,378391843.19892,0.03405380697401071,2.156818494504737,103,-5.2143707275390625,-5.500339508056641,-5.6750640869140625,-33.3447265625,-43.7978515625,-0.34880852699279785,-0.3889658451080322,0.3261585732135238,3.1909750732705713,ok,
direct_isolated,bimodal3d,2017,256,0.02,8,16,600,0.0004661896646229362,3.2068872793348135,17.798455000700244,46.575927734375,5.984340667724609,0.389983594417572,4405.489466067694,382329471.67317414,0.03303218520609825,2.222324739687913,130,-5.52978515625,-5.82769775390625,-5.930084228515625,-38.65625,-46.119140625,-0.33780670166015625,-0.38294076919555664,0.3558992149842721,2.942422463334066,ok,
direct_isolated,bimodal3d,2018,256,0.02,8,16,600,0.0011154419080777619,2.8139719059462593,9.2649410510149,48.9677734375,5.7187347412109375,0.4395139217376709,6442.153449678135,543001825.7808107,0.04335377050200741,2.082491915566254,127,-5.059192657470703,-5.304462432861328,-5.266132354736328,-35.616455078125,-39.298095703125,-0.38279134035110474,-0.4136126637458801,0.23379395196453678,2.3704093857384567,ok,
direct_isolated,bimodal3d,2019,256,0.02,8,16,600,0.0009964154901159156,2.783714512106266,9.663863276748343,46.950927734375,5.589809417724609,0.394866406917572,5172.338281713732,452154509.02528816,0.03801995106342933,2.088313530668238,137,-4.975124359130859,-5.317409515380859,-5.465053558349609,-32.486083984375,-44.497802734375,-0.3368000388145447,-0.37991660833358765,0.27674577560436875,2.0999878842639523,ok,
direct_isolated,bimodal3d,2020,256,0.02,8,16,600,0.0004635020855077314,3.3482845213099597,16.841541611926875,44.0224609375,5.4139251708984375,0.3292825222015381,3575.5916903891703,347234924.32005036,0.02702008032128514,2.1042468869694364,122,-4.896869659423828,-5.2010955810546875,-5.301471710205078,-35.071533203125,-42.341064453125,-0.2771056294441223,-0.32175761461257935,0.3453308121117755,2.6776814699644937,ok,
direct_isolated,bimodal3d,2021,256,0.02,8,16,600,0.0009249029563418987,2.685108550211927,7.47895256028311,47.103271484375,6.304592132568359,0.4393600821495056,6408.694973069673,549483400.0098311,0.0447808764940239,2.103549722166094,126,-5.527069091796875,-5.264324188232422,-5.806243896484375,-29.919921875,-36.755859375,-0.38244199752807617,-0.41060781478881836,0.16723606626222975,1.8690674451092923,ok,
direct_isolated,bimodal3d,2022,256,0.02,8,16,600,0.0008896759335158746,2.9143681993906427,9.982845482409912,46.359375,6.152099609375,0.4269981384277344,7376.7857390606,640681544.1784672,0.049856340603369464,2.207126014799356,128,-5.2469635009765625,-5.435546875,-5.765903472900391,-29.1806640625,-37.689697265625,-0.3687880039215088,-0.4050031304359436,0.20985881710114962,2.1360634832108825,ok,
direct_isolated,bimodal3d,2023,256,0.02,8,16,600,0.0005749932999855811,3.4025741839143158,17.577332185884405,47.290771484375,5.773342132568359,0.3876022696495056,4933.817773665362,413934634.2017573,0.03668525896414342,2.248680128248116,113,-5.151409149169922,-5.552883148193359,-5.661663055419922,-33.862060546875,-45.393310546875,-0.33400028944015503,-0.3769461512565613,0.3046559165606215,2.7093044255711876,ok,
