delta_early,G,density
-323,0.5038056930693069,0.33119039955686813
-327,0.38020833333333337,0.16536007932770044
-24,0.16751453488372092,0.569474293602492
-368,0.582988813229572,0.20905019486895055
-329,0.35927505330490406,0.1769318556158765
-362,0.43122609942638623,0.29701317338934147
-260,0.31318493150684934,0.11315675440680303
-126,0.20167151162790697,0.5210287598580087
-108,0.33644067796610166,0.4755642318639305
-350,0.42211866471734893,0.2462004224539058
-218,0.35446859903381644,0.41804681454291476
-268,0.43239255447941893,0.4156922202116162
-234,0.09745293466223692,0.07794231189063466
-321,0.42220188284518834,0.3582593808127476
-277,0.368410751565762,0.39426025057129954
51,0.020157442748091614,0.5542839381455816
-303,0.5163659793814434,0.1758042377180017
-278,0.42718160377358494,0.4192173785651824
-361,0.4872932879377432,0.3555548322538135
-194,0.3395337301587301,0.06676079559635473
-374,0.5001159554730983,0.3173874246240265
-316,0.39744515011547343,0.14118119199194704
-254,0.1527716431095406,0.08341794227870031
-271,0.30389492753623193,0.11267095715553548
-36,0.1051350502512563,0.516678087214722
-18,-0.2826492537313433,0.5799774612417684
-103,0.24736783154121866,0.4993076043191123
21,0.008035714285714285,0.5769485547858746
-148,0.3217395510835913,0.467354341563462
-162,0.22463235294117645,0.463787138854713
-393,0.5048973880597015,0.2514118922201612
-267,0.3664148351648352,0.11354350376641399
11,-0.171875,0.5640067132080556
-239,0.06711111111111112,0.08062572571684747
-351,0.49852594339622647,0.22952470742832887
-115,0.30654761904761907,0.4902082777907828
-345,0.5111864203454894,0.3167513883272687
-211,0.29809397163120566,0.07449688834072354
-156,0.22104308873720135,0.4824998652094357
-257,0.3328373015873016,0.12899345278178248
-315,0.5353687238493724,0.18706009233549462
-359,0.5097194881889764,0.22369157527496772
-263,0.3901899651972158,0.39390384912041854
-386,0.43850235849056607,0.22442093783312175
-57,0.26397679324894513,0.523719581216273
-95,0.33391608391608396,0.49780718003597757
-210,0.15463621345974288,0.05894031228476011
-41,0.16215437788018433,0.549371779018697
-242,0.3691454714640199,0.3943257116992627
-225,0.22255681818181816,0.07324481196432142
-338,0.5453390831758034,0.25713033426910326
-89,0.23510021097046419,0.5178933050878406
-213,0.1415142276422764,0.06471594623731411
-335,0.35896017699115046,0.16067755488460866
-390,0.5205170777988615,0.30909635628994664
-209,0.16401531889821774,0.0640466061323663
