delta_early,G,density
-182,0.13199219081572022,0.05602426223161822
-328,0.24731691919191923,0.2037287896739658
-375,0.4462362224448898,0.21118607264174283
-225,0.1529761904761905,0.0673606716551762
-82,0.3098021582733813,0.4863536321732688
-336,0.41592261904761907,0.24097287426313785
-185,0.3713942307692307,0.4368590811183211
-349,0.49013921113689096,0.13964812048540315
-298,0.39177489177489183,0.16728083789434206
-370,0.4969907407407408,0.278670560517837
-228,0.37716890934844194,0.4668841477410595
-25,0.1291208791208791,0.5355746992566526
-182,0.2745535714285714,0.4852308925908109
-352,0.28004073319755596,0.18937315296903362
-304,0.33571428571428574,0.13907601565540179
-64,0.20259533898305082,0.5168383996399126
-329,0.4522192028985508,0.1879679254823734
-322,0.2144607843137255,0.1103256364204486
-282,0.6212830396475771,0.38763185964977315
-278,0.4879807692307693,0.15208926515072738
-355,0.3853208077709611,0.34185950910156343
-350,0.3543588560885609,0.27986705387495114
-49,0.18323863636363635,0.5385944336303359
-344,0.4363207547169812,0.17074056141401014
-83,0.11875000000000002,0.5229520090012546
-323,0.5279103053435115,0.3369925750137779
-156,0.35555237003058104,0.48128808577583676
-148,0.3197527258566978,0.472047004393192
-397,0.48284426987061,0.29994497831807937
-373,0.4559722222222222,0.1575991766238242
-315,0.3767505186721992,0.363074509812074
-275,0.48890186915887845,0.41515151762090685
-334,0.37676767676767675,0.3605945617231235
-296,0.43501752336448596,0.14994676189767098
-335,0.4468235596707819,0.34526874801438107
-108,0.2974137931034483,0.5200440846113679
-286,0.3141768292682927,0.14590827140441487
-155,0.3138345195729537,0.47449810600195685
-328,0.5731449203187251,0.20368744640661565
-353,0.438780260707635,0.3220362771673585
-289,0.3778698979591837,0.13442122889792454
-186,0.3259118271954674,0.46731274248684057
-333,0.49207702020202015,0.327046331553232
-369,0.38961198428290766,0.3236112280257543
-349,0.5232425623800384,0.2922843203237739
-330,0.35590659340659336,0.15546444585807667
-252,0.16346381969157775,0.077346485860259
-371,0.5183646435452793,0.2661919564205505
-394,0.4133946322067594,0.19102163710810513
-214,0.4733478802992519,0.43664462979722973
-114,0.32456896551724135,0.48523693093626447
-126,0.16084558823529416,0.5129693300621964
-261,0.5218819910514542,0.3867886002437232
-349,0.466051944971537,0.24958837794435737
-156,0.04408602150537633,0.04351499869657214
-44,0.21458333333333335,0.5068845047859826
-342,0.41604166666666664,0.14457043852349882
-389,0.4289990421455939,0.2534736493069794
-34,0.08510315533980584,0.5316634119108898
-426,0.5105363984674329,0.24028644750234748
-260,0.46123730248306993,0.40026533285592003
-331,0.515125,0.32402430720890846
-419,0.5461753731343284,0.25621276550133376
-267,0.4761442719486081,0.37441506336402275
-106,0.16294642857142855,0.5120377394747705
-309,0.41317733990147787,0.12763305029215632
-293,0.37275641025641026,0.12920029683577947
-326,0.4462021221532091,0.3685887678858955
-379,0.384469696969697,0.2444475094832612
-219,0.4495426829268293,0.43477120890426496
-92,0.26919642857142856,0.5255525400657303
-342,0.515981463878327,0.2380457049484716
-153,0.009379509379509487,0.03874593367361785
-121,0.3835910652920962,0.478659955449713
-359,0.43580911823647295,0.16594392193887297
-268,0.29163338658146964,0.08680635862552469
-220,0.3030405405405405,0.4272170066597382
-230,0.4404217479674797,0.44428756550519677
-344,0.4315972222222222,0.33426284007848783
-105,0.23765297202797203,0.4792730516388045
-331,0.5826388888888889,0.29666762327974466
-154,0.2471022727272727,0.5242983099155165
-354,0.4277888446215139,0.1931947397592339
-96,0.2866731099656358,0.48780903110621743
-308,0.4560096153846154,0.394926788669593
-338,0.496738614800759,0.27249795516427494
-369,0.4730333011583011,0.21250677445451427
-377,0.4792160815939279,0.2757316056472564
-233,0.14825148809523814,0.07184738713038112
-250,0.1897321428571429,0.08597979049413539
-12,0.14623397435897434,0.5689192638168508
-295,0.47871889140271495,0.14898642273786275
-245,0.26787759777450504,0.0858631368600168
-256,0.2557512214983714,0.0837602073336476
-410,0.5349007009345794,0.31091359108362987
-397,0.5621527777777777,0.2605584740113365
34,-0.3213495575221239,0.5774075172926343
-284,0.40182346723044393,0.36907722344778865
-375,0.4522961689587426,0.20778252013262322
-328,0.420866935483871,0.20846402091854363
-342,0.4951704545454545,0.3432526481682506
-386,0.35526785714285714,0.3493841446307691
-311,0.3904765439429929,0.16080151276657703
-194,0.02205398288347593,0.05119249793133076
-318,0.49073561946902655,0.16503265012866067
-32,-0.005725931677018625,0.5518438301279617
-333,0.553030303030303,0.17558006689199626
-282,0.4091893564356436,0.13145738820032823
-349,0.5831345419847328,0.24192462081424473
-184,0.32635613207547165,0.48966323186395355
-228,0.3045212765957447,0.45577985916381847
-112,0.3490375475285171,0.5004380918674034
-353,0.4793367346938775,0.19440581590367154
-108,0.009693612601696433,0.034241284788016635
-13,-0.1136988993710692,0.5554352297362254
-339,0.4293935643564356,0.31579474503489374
-374,0.4150353773584906,0.33430918386584013
-51,0.10801282051282052,0.5359375842659965
-162,0.42391304347826086,0.4504388974914521
-316,0.49344758064516125,0.19610745840848376
-357,0.5241588899803536,0.24816438093860954
-91,0.2241902834008097,0.5092186726455183
-255,0.3712759067357513,0.12357384329768603
-371,0.46122023809523804,0.32644543365970835
-370,0.45657630522088355,0.33474662156888474
-364,0.4746501423149905,0.2890353306186987
-244,0.30110354785478544,0.09614499509562481
-285,0.45363562091503273,0.39359700189649527
-75,0.0983495670995671,0.5224246151557242
-251,0.11477272727272725,0.07741566946579212
-264,0.36442696304849886,0.3759665211941101
-36,0.2649657172995781,0.509613883325211
-203,0.11014686248331118,0.05582518886221297
-165,0.07781550650820601,0.04641635455798083
-364,0.4122109826589595,0.3097531886517787
-164,-0.0071428571428571175,0.05033492220518011
-241,0.23587164750957856,0.07770033293499462
-201,0.16035353535353536,0.07640387624294541
-170,0.42111742424242427,0.4688417814082152
-254,0.22301136363636365,0.1129419745572522
-285,0.30699249347258484,0.13013001861624757
-154,0.3435693641618497,0.4585639526182632
-229,0.2272586633663366,0.4239602538878147
-332,0.30253343621399176,0.31133396320113754
-64,0.1596813725490196,0.5034758690115799
-366,0.44089147286821706,0.34227246320437443
-224,0.493073047858942,0.423198527343511
-125,0.015757575757575748,0.037973244995762226
-97,0.2377981448763251,0.5074932693892237
-97,0.20473073122529645,0.5122275420421564
-188,0.2946937321937322,0.4420893500802546
-295,0.5060451902748414,0.36184089892335214
-43,0.22270927601809953,0.5317093821979829
-395,0.5314207650273224,0.2743650424360872
-90,0.22032563025210083,0.5112718810428923
-346,0.45347944234404536,0.21680806912008288
-362,0.469627808988764,0.24481785973580275
-293,0.47181372549019607,0.38013537400233705
-66,0.3062227074235808,0.5260083593394344
-355,0.3830286561264822,0.21051183350928915
-24,0.036458333333333315,0.5424465371697953
-348,0.4597287735849057,0.3010254565343277
-369,0.5159023668639053,0.223319077870854
-273,0.3418137608069164,0.103918366437082
-221,0.4184584548104956,0.10394721731409888
45,-0.03724154135338348,0.5618267570347858
-103,0.3109756097560976,0.49090550877275246
-370,0.4637299196787149,0.34896598930757106
-285,0.328125,0.1132557447263046
-271,0.39699883449883455,0.4040137698147679
-346,0.581,0.32219543531476613
-270,0.43028846153846156,0.4119916032482159
-261,0.20877016129032255,0.0842871421717863
-291,0.1928994648318043,0.099154552426589
-128,0.3236607142857143,0.46600558568981026
-334,0.46738320079522866,0.2020239684176661
-368,0.4300142585551331,0.23702570217666372
-326,0.3377717391304348,0.4045104692071398
-189,0.4485197368421052,0.44348407445702465
-327,0.4404521889400922,0.1525864570626136
-400,0.5435353053435115,0.25441972895043435
-30,0.059600515463917536,0.53427185777709
-119,0.03610265332753382,0.03418910276422775
-381,0.392578125,0.2123303098962426
-250,0.4008741961414791,0.08898199891877398
-85,0.15807174887892378,0.5130333434782308
-386,0.47381674757281556,0.2117716415024151
-137,0.01894484412470021,0.034201345304051306
-332,0.4675878099173554,0.37246799955544124
-366,0.45796568627450984,0.19060499707951895
-218,0.23816155988857934,0.4567518152291687
-344,0.5241477272727273,0.24183129931413713
-53,0.16448252688172044,0.5591733907893558
-152,0.2293126947040498,0.4532231692752263
-280,0.3646418539325843,0.11186147420761625
-58,0.19666230366492143,0.536915181565576
-309,0.4210052783109405,0.29199708650177286
-117,0.23890398550724634,0.5098252480484056
-320,0.4853260869565217,0.16306705236326
-303,0.5226814516129032,0.3923307806969285
-237,0.31894667832167833,0.08409574015920643
-247,0.3198505784061697,0.4468310443116002
-320,0.446969696969697,0.31143411598316934
-285,0.45411036036036034,0.40003556639458865
-285,0.4370026525198939,0.12080216228174726
-226,0.42563502673796794,0.4410047936248525
-239,0.12268386770378803,0.06770260576880846
-35,0.09517045454545453,0.5352592986932991
-280,0.3390804597701149,0.37458783020099207
-12,0.017092541436464104,0.5458999429995972
-273,0.3934339887640449,0.11185572342303267
-17,0.15416666666666667,0.5521130308612591
-253,0.22399328859060408,0.07755571976057336
-332,0.4578373015873016,0.25775582284407916
-283,0.3929044117647059,0.1449027268193412
-312,0.5219179764243614,0.32766553992362446
-309,0.4929204805491991,0.3972956412295276
-304,0.4122951902748414,0.36745955212211356
-394,0.5444954128440367,0.3279534122711877
-73,0.15732758620689657,0.5322447475597348
-324,0.4903150826446281,0.3526554614997361
-104,0.2618534482758621,0.5310715751997719
-247,0.39424342105263155,0.4199945865270454
-209,0.094962899543379,0.057400127440373365
-286,0.44252450980392155,0.27561888865808815
-218,0.33740401023890787,0.08659668280384897
-290,0.4128103837471784,0.381536137317467
-356,0.4310661764705882,0.2504694275380753
-263,0.2337356138107417,0.12494259113187885
-63,0.15359669811320753,0.5366007388817539
-337,0.5485824742268042,0.37508902484443807
-222,0.06390081068192666,0.06847330477046717
-341,0.37413877952755903,0.34092794813542665
-224,0.09470785440613028,0.07619686341374238
-167,0.01880184331797241,0.04786805256647245
-199,0.4035326086956522,0.45421300610830323
-224,0.1782661782661783,0.0728131664131338
-372,0.44777804182509506,0.27566924854626684
-107,0.35851037549407117,0.503091093195544
-149,0.3822720125786163,0.48920330646546645
-288,0.4460304054054054,0.11407052484908584
-317,0.4452963917525773,0.36574096118829297
2,0.04919258373205743,0.5238784240608304
-329,0.4785811143984221,0.32311616441517793
-292,0.4510186116700201,0.20542104362650157
-380,0.4367883022774327,0.17833133695176903
-251,0.3716546997389034,0.11255994322685564
-396,0.4757797731568998,0.27809527381048127
-372,0.49423882681564246,0.2871114812661222
-239,0.5320616883116883,0.4119551251925888
-190,0.11714060031595575,0.0675127420949633
-292,0.43757678132678135,0.13451437005113562
-198,0.09757236227824462,0.06497091718374225
-219,0.41709558823529413,0.37257598364526284
-285,0.4208162217659137,0.3419067608271365
-59,0.2230978260869565,0.5230592587529002
-351,0.45576976614699327,0.15602330603804043
-260,0.4829987046632125,0.4400375201909119
-73,0.3419514388489209,0.49475437553118173
-383,0.5038690476190476,0.2679674946086552
27,0.03260869565217389,0.5585308271414247
-54,0.25647522522522526,0.5045789403705324
-44,0.23510021097046419,0.5098014134391954
-65,0.23987854251012147,0.5041767553257955
-69,0.2552884615384615,0.4926342225471037
-316,0.45543981481481477,0.3600028155830359
-82,0.2860738255033557,0.47093792214213337
-357,0.4533325426944972,0.2273849828379092
-358,0.39197303921568627,0.3011781116103188
-235,0.34948178391959794,0.4325199522323727
-176,0.08673198146882366,0.06561817713864883
-182,0.26636683976261133,0.47406327926151826
-212,0.4334096858638743,0.443425534892694
-330,0.467534046692607,0.2586757214614299
-340,0.3995914043583535,0.130589724089439
-342,0.46033653846153844,0.2131369588252481
-3,0.025547445255474477,0.5692795306079319
-300,0.44251720183486243,0.3839767852310505
-116,0.36979166666666663,0.4962082264170184
-245,0.11730410447761197,0.07477273235227523
-179,0.37316666666666665,0.43421917833630447
-240,0.43881982288828336,0.1208816602424254
-383,0.47999308118081185,0.2557310193051039
-281,0.4057412790697674,0.16596897077428502
-108,0.3073138297872341,0.519847220980648
-291,0.36363290754257904,0.4013012514429899
26,-0.11194029850746268,0.5722872858161991
-372,0.4714858949416343,0.2288085757440493
-270,0.4907982101616628,0.4215752954584887
-76,0.17402447089947087,0.5387196528818052
-333,0.44409320809248554,0.24068219418546447
-342,0.498046875,0.23704606313657064
-225,0.3190991144414169,0.4565872159430478
-241,0.3678019662921348,0.1126395862841898
-94,0.25228004291845496,0.5157038690135327
-189,0.20011544011544014,0.08047600131915597
-263,0.23863636363636365,0.0969715465381954
-29,0.07465277777777779,0.5438308653368955
-333,0.5117106625258799,0.18773673538473487
-380,0.4964033018867925,0.317292123919939
-214,0.1748573651452282,0.06469354078174419
-273,0.4715725806451613,0.36714982698745996
-316,0.4264877858627859,0.19929059450124995
-406,0.44803240740740746,0.23676762278587968
-298,0.46223684210526317,0.375035482901012
-124,0.3010921280276817,0.507288865045159
14,0.13922155688622756,0.5675907820874196
-348,0.3274428274428275,0.1807886941731232
-257,0.041911895844480185,0.07502367603241025
-313,0.5150953389830508,0.3544246828537472
-395,0.48628597122302153,0.2548608060664483
-273,0.45072115384615385,0.4261910088144882
-292,0.5167874726477024,0.37204334852553494
-338,0.41944364988558347,0.14490521355775496
-18,0.11672794117647056,0.5446045181518517
-401,0.45363729508196726,0.1880278529560551
-286,0.3526785714285714,0.1404697309395436
-173,0.2876602564102564,0.47506094661461606
-51,0.13746204453441296,0.5265215256552268
-324,0.47744120654396727,0.34894302537337973
-216,0.18071705426356588,0.08046354577145132
-379,0.49442583179297594,0.2525844336254953
-278,0.49634639303482586,0.1339133115958364
-137,0.4607712765957447,0.4731841673501236
-280,0.5059027777777778,0.366887171179512
10,-0.023309426229508212,0.5700954422502259
-280,0.3651369305856833,0.3832804672043086
-380,0.435546875,0.2115913296934505
-245,0.24304019174041303,0.11062324146892873
-329,0.4287014563106796,0.30750316789770965
-282,0.05390354671280273,0.08291426105205724
