iso_embedded_50,iso_alone_50,G_0_250,density
68,11,0.5696339086859689,0.3841238072393271
60,1,0.4257489669421488,0.3667757890067599
60,6,0.36072303921568627,0.22316763526873354
62,10,0.5281606463878327,0.23252410565538356
92,3,0.48163507109004744,0.40302819050380884
68,14,0.40738981762917936,0.46862835414642523
49,6,0.4151785714285714,0.17037627672718691
66,9,0.42206268768768773,0.479887623453102
46,7,0.3956755050505051,0.13682607734978458
59,4,0.48795145403377116,0.1969293084002777
65,4,0.06383689839572193,0.5489427088085458
35,7,0.4958832335329342,0.3126794018991685
10,0,0.050821667681071214,0.05702653031221497
69,6,0.21932339449541283,0.5017662181081827
75,6,0.3817534381139489,0.37986286974316114
69,14,0.034121621621621634,0.5531772193915476
53,9,0.4393168604651163,0.3621413910870758
39,3,0.4132683215130024,0.13898190850683204
59,12,0.34599199779249445,0.3766012568902581
46,5,0.46005952380952386,0.24034741276510965
48,7,0.5290904471544715,0.20236718986290964
56,18,0.45435779816513766,0.27541235746593457
64,7,0.44451530612244894,0.4179304679603696
42,9,-0.20153985507246377,0.5770481870827386
43,8,-0.07105891719745222,0.5644980555740782
65,4,0.46390931372549016,0.3248285003708387
50,7,0.28466420308483287,0.13176881510502678
23,0,0.3060169804355851,0.08058746095551295
66,7,0.5119854417670683,0.3324769714536748
67,8,0.3319989669421488,0.3702808332377226
79,6,0.38008860153256707,0.4886081477561815
66,9,0.344437893081761,0.4706817277228553
65,5,0.4399535123966942,0.3558598435920405
47,3,0.30866133217993075,0.49379928498384734
70,6,0.36373106060606064,0.493437371701005
56,7,0.3963572485207101,0.31621659510394634
67,8,0.4296345936794582,0.40083657189011845
24,4,0.36458333333333337,0.12421744942810581
52,12,0.33911184210526313,0.39147445147618626
66,13,0.48401921252371916,0.25694366204511326
54,8,0.24859842192691028,0.48580884154129483
76,7,0.5462264150943397,0.2660104538560023
42,4,-0.03258928571428571,0.575212219254294
57,7,0.3964120370370371,0.3912803385219426
71,10,0.36801118210862616,0.4705192049529724
63,6,0.3183772935779816,0.4066766134300968
0,0,0.03245614035087718,0.03479154412674297
54,9,0.49122807017543857,0.3929675368606462
80,6,-0.1500428082191781,0.5717476683225307
67,7,0.426441018766756,0.4391494435048887
60,12,0.29225746268656716,0.45263624787814943
18,1,0.400625,0.15331326890701
47,3,0.5260645604395604,0.38408728043845236
68,9,0.4270702141057935,0.39757415329763
56,2,0.17233231707317076,0.5470119025915637
36,7,0.019709967320261423,0.5675126288573067
61,5,0.38479477611940294,0.25534845588719113
59,10,0.4372859589041096,0.3205172486515955
55,8,0.45252519193857965,0.21094585844683636
52,11,0.3016169154228856,0.4079830480054774
54,9,0.3065025252525253,0.49687824116057144
71,9,0.4670448218262806,0.3860948198037206
51,12,0.5074193107221007,0.39500745117763003
0,0,0.04196721311475404,0.052512184303683866
44,7,0.4034665991902834,0.3603887808356829
72,4,0.463125,0.17613599953224457
55,6,0.43225049407114624,0.22630567906725077
53,6,0.37714694656488545,0.263890609448051
83,8,0.5977760736196319,0.3233324105486811
49,4,0.30615421455938696,0.5134433717738873
61,4,0.4678802783109405,0.27937742850641667
51,7,0.4119396950092421,0.31174863834756605
48,7,0.5735294117647058,0.26947015938450936
68,8,0.3866356382978723,0.44982852898138315
34,3,0.36308262711864403,0.2429264413160333
58,2,0.2554166666666666,0.4854646182867554
56,7,0.3461941340782123,0.4299243873085495
39,1,0.3475765306122449,0.13370782041909576
62,9,0.5228365384615384,0.25905744107562506
48,9,0.34759615384615383,0.12055318666357234
39,6,0.3827083333333333,0.178833367317991
26,0,0.2895331325301205,0.10644511480296928
35,3,0.39256678281068524,0.10879162155177059
56,13,0.2587638376383764,0.4890349240560739
56,9,0.22694421824104238,0.4934256628647468
61,4,0.19835592369477917,0.5213527675682967
41,7,-0.022943037974683556,0.5483607974984825
64,7,0.39602272727272725,0.4029003491304914
54,3,0.276857206405694,0.49200359237170405
31,0,0.37431129476584024,0.11222955599423043
64,5,0.38409514925373134,0.4155669734136652
72,7,0.28778765690376573,0.5222759675791648
45,10,0.3725023234200744,0.2821272838093265
27,1,0.2471247980230017,0.10782720781187065
48,10,0.0389554794520548,0.5671113522648428
61,14,0.40451002227171495,0.362794563819344
6,0,0.06534325889164605,0.05496344664741046
62,15,0.30851510067114096,0.48565260424261186
87,12,0.35451680672268904,0.37745821221180953
61,6,0.4121527777777778,0.4634811678114205
5,0,0.0859375,0.07514987082493939
51,2,0.32206544321329644,0.4593707672716142
27,2,0.38807397959183676,0.11621961540075586
51,10,0.3676636568848759,0.400063188483198
54,17,0.38692602040816326,0.22033462055119712
