world_id,world_seed,density,Nlive,Nocc8,A,Gfuture
152,3349630948614051566,0.21357060801493788,1211.4059405940593,176.47524752475246,24.17,0.22215234102026554
153,2327765016078325169,0.20398734059869222,1427.2178217821781,187.34653465346534,34.35,0.10286096256684493
154,1250373770764479822,0.2681420248360608,1363.2178217821781,185.24752475247524,32.46,0.1821733821733822
155,3893547261543839641,0.23695534542417007,1350.2178217821781,182.14851485148515,28.55,0.05602081947325169
156,1073533123062594446,0.3205809844448683,1327.009900990099,181.05940594059405,30.12,0.07620833333333334
157,696636776285524901,0.20609543692463642,1212.6336633663366,172.13861386138615,23.43,-0.0008631512868800956
158,513317703303094281,0.3383292630791996,1345.2673267326732,190.37623762376236,27.94,-0.04020838266635094
159,878740773218029281,0.20612162686099314,1353.7524752475247,187.84158415841586,26.58,0.054195219789403296
160,3131041007923506321,0.26259291925815037,1381.6534653465346,177.8019801980198,31.07,0.05813174625833159
161,1830632847211007469,0.28510787473921834,1393.2574257425742,183.87128712871288,26.0,0.05475035116843316
162,1699237057147366679,0.22305855946278833,1340.4158415841584,179.26732673267327,28.13,0.08419158279784436
163,3079636863384573396,0.2848860470046041,1374.4851485148515,191.4851485148515,31.03,0.08708294589525778
164,2866985085912738974,0.2861446732870738,1289.3663366336634,175.66336633663366,27.27,0.12967164729754657
165,3202772376677263385,0.349865104164045,1523.1683168316831,194.4950495049505,30.97,0.0473572744014733
166,1898711379998356165,0.2947662134722568,1449.029702970297,190.8910891089109,29.39,0.08657657657657658
167,1115520592682149744,0.26962713723515824,1267.0891089108911,171.2970297029703,30.14,0.08411668698221184
168,2193348230022696415,0.2449608616443365,1258.7623762376238,182.75247524752476,26.75,0.013562367864693448
169,3133990033970658376,0.20782906564543513,1420.5346534653465,191.06930693069307,27.35,0.050534234054400475
170,697054076942167463,0.2929734959356233,1233.1881188118812,176.26732673267327,30.97,0.06001243781094526
171,3815037923156762177,0.2712883701594976,1356.039603960396,186.2970297029703,27.64,0.05381224066390042
172,2777393680988759307,0.34610507256403605,1475.920792079208,190.63366336633663,34.41,-0.020459153371971572
173,2634482837883978215,0.3186233860801181,1265.2277227722773,181.01980198019803,29.12,0.08517949842801785
174,3978402816658835049,0.26097687050159446,1195.3960396039604,179.82178217821783,23.41,0.0870225013082156
175,2614879128087705589,0.3308919754362409,1530.0594059405942,199.14851485148515,27.5,0.061994449144366776
176,1492188143069323801,0.20273611134188593,1476.1584158415842,195.46534653465346,24.58,0.05877831715210356
177,1061964580965696255,0.282798039651229,1473.5940594059407,191.16831683168317,31.8,0.15238095238095237
178,3371842338164758375,0.3202445617836141,1408.2178217821781,188.0,30.02,0.006287017691821134
