name,dr2,ci_lo,ci_hi,r2
E,0.1602138726658879,0.1362728250103278,0.18555296991311904,0.15949141446558027
E_ge3,0.2622682438251889,0.23468598214572384,0.2885735311001266,0.25953592144031307
J,0.00448371082243031,-0.0006526149179945573,0.009641707170170218,0.003072516907414591
E_ge3_plus_J,0.368698792114251,0.34336486838333874,0.3961958469869185,0.3688758289407537
E_plus_J,0.19154805576036432,0.1669319999486923,0.21829349148027596,0.18837250384815712
minority,6.223016446983001e-05,-0.0006929579757227317,0.0009904279379418573,-0.0031979388647407347
